device_id,device_type,os,manufacturer,model,last_used
9637fcf5-0921-48f5-8e43-440e0fe3f697,smartphone,Android,Ross-Phelps,put,2023-08-25 10:07:47
ba78cbba-e665-4b94-b9b8-791a77d1456b,smartphone,iOS,"Tran, Miller and Curry",author,2024-04-17 03:49:37
7de481ca-673c-4ab8-a22a-9f74cb08eb91,tablet,os blackberry,Liu-Rodriguez,show,2024-02-22 11:54:41
73977430-d3b6-4f53-9b7e-ab24f04d318e,smartphone,iOS,"Jensen, Santos and Jackson",benefit,2024-04-05 23:25:47
58c26655-08a9-4f92-808a-9daec1847698,tablet,Android,James Inc,girl,2024-01-16 15:19:21
4aea9085-eca4-4ba5-a483-59250f954a06,tablet,os blackberry,Peters PLC,home,2024-07-06 09:21:42
6aa6e346-d246-4052-8796-c5071fb1d621,tablet,Android,"Ray, Murphy and Vasquez",free,2024-05-29 15:20:12
6b8ef340-4a24-4558-83e2-83ddc6a010fe,cellulaire,os blackberry,Fleming Ltd,few,2024-01-01 21:21:56
f5906189-2207-4f1b-8178-963a23027d69,tablet,Android,"Huerta, Lee and Smith",movie,2023-12-18 10:31:05
295abbb1-04ca-4659-9b6c-655ce0dbd727,smartphone,os blackberry,Newman Group,instead,2023-09-23 07:22:48
1563edf7-0829-48f7-b51a-3291baf0d814,tablet,os blackberry,"Jarvis, Price and Bishop",kitchen,2023-09-18 08:55:42
0ff57165-cae7-47b3-967e-fe8132971481,cellulaire,os blackberry,Beard-Butler,wrong,2023-11-06 22:10:09
ed9b76c1-1e7c-4c6b-be6f-af1003d2b6d2,cellulaire,iOS,Gonzales-West,fact,2024-07-17 11:03:38
1f24fb63-859e-4e80-b5f5-18d0a8e12495,tablet,Android,"Serrano, Bean and Johnson",single,2023-08-12 05:13:50
7ecfc74f-bbb5-440f-96f3-dca9579f689f,smartphone,Android,Simon-Miller,husband,2024-01-15 08:43:14
d32d7f2f-24e6-4e96-a11a-906e47848b23,cellulaire,os blackberry,Boyd Group,fish,2023-09-12 08:48:11
9ecec348-e670-42e8-ae43-36d246654fbd,cellulaire,iOS,Greer PLC,well,2023-12-24 08:28:59
6c6fa51b-b08d-44e9-881a-af4a1086141b,smartphone,Android,"Cooper, Ward and Everett",ability,2023-08-25 00:22:29
b6d0a0c7-06fd-49ec-8ff8-8209872fca59,smartphone,os blackberry,Hall-Wright,edge,2023-10-11 17:02:29
b3dd209d-1c71-4bb2-9666-473eae53b208,smartphone,os blackberry,"Barnett, Townsend and Scott",goal,2024-02-21 12:18:51
00ceccc9-bfe2-48c7-a39a-a89c85219287,tablet,Android,Forbes-Day,usually,2024-03-23 21:42:09
5b5811c4-1d80-45fc-a634-be99656fc3f1,tablet,Android,Woods Ltd,happen,2023-11-24 20:15:12
b4f3b1c7-6990-4820-aca4-44a1aa2c3ced,smartphone,iOS,"Stafford, Castro and Rosario",keep,2023-09-04 06:27:15
0850fab0-edb8-45de-8fa7-a73a6781fb3f,cellulaire,Android,Ortega-Young,law,2023-12-26 14:51:51
19548341-d8ee-456b-9b45-b0542de70b3d,cellulaire,iOS,Sanchez-Walker,individual,2023-10-07 03:25:38
96eb5a12-03be-4eaa-a3ff-6b04bb8551e7,smartphone,iOS,"Stokes, Gonzalez and Avery",dog,2024-02-07 08:25:20
56edd257-2080-4e8c-bf90-33aa857db44b,smartphone,iOS,Williams-Knapp,entire,2023-08-15 21:09:11
ea640648-f027-4c4c-9bbe-7f2b3dcbdd26,cellulaire,os blackberry,Reeves PLC,president,2023-10-18 22:51:35
aeab47d5-1aa3-470d-888e-a4183a6cda3f,tablet,iOS,Zhang-Vincent,land,2024-02-29 08:38:46
69abb391-71e6-4944-984e-08935b7bceac,smartphone,iOS,Cruz-Jimenez,forget,2023-12-16 13:25:26
d9b97d03-2d1e-4826-b059-efe3b59abea3,smartphone,os blackberry,"Mcclain, Jackson and Wells",matter,2023-12-03 19:45:54
c85405da-ef3c-463c-8489-2c5f1f850748,smartphone,os blackberry,Hopkins and Sons,nature,2024-07-21 15:46:01
4a917193-0716-4e69-bde3-1d510e26e9b4,tablet,iOS,Chung PLC,paper,2024-02-23 19:29:27
1a66551a-24a0-4f76-abe4-1af8f33a7090,cellulaire,iOS,Weber Ltd,room,2024-03-22 09:07:43
b7588b67-493d-47db-923c-e4fb92d1c3fe,cellulaire,os blackberry,Thomas and Sons,audience,2024-01-13 19:01:50
576f1300-3d39-43fe-bb3f-29af53332be3,cellulaire,os blackberry,"Michael, Wright and Johns",assume,2024-05-07 22:32:43
283f0839-6667-4402-9b53-d1f6eaf16a20,smartphone,os blackberry,"Diaz, Kennedy and Rogers",consider,2024-06-06 19:30:59
f62f6a54-9791-4f58-b5d3-1a06f2b01632,smartphone,iOS,"Thompson, Davis and Adams",charge,2023-11-16 12:06:40
1e4657c3-9fdd-4146-998a-127ea1ac29d2,cellulaire,Android,Mitchell-Obrien,site,2024-02-06 09:34:34
e28671ef-5bd3-4c31-812f-ed5861f5c970,smartphone,Android,Lopez-Melton,large,2024-06-08 13:34:46
062e23c0-8827-45a9-9622-ca3ccd70b399,cellulaire,Android,Thomas-Robinson,use,2024-07-07 11:12:23
797350ed-1499-4bf2-94ba-6f20fff2ed2c,cellulaire,os blackberry,"Martinez, Gay and Wright",edge,2024-04-04 01:43:05
13f171f5-ef21-40e3-a75b-9db51a8ffd72,smartphone,iOS,Smith Ltd,far,2023-08-25 06:50:08
79612e32-754d-490d-83ba-d66169c54af9,smartphone,iOS,"Kelly, Guzman and Ellis",measure,2024-04-05 10:02:52
224b8f7b-c15b-46b3-a11f-34cdaa106280,cellulaire,iOS,"Trujillo, Jones and Flores",the,2024-05-06 00:59:46
fecfa98a-9e11-4410-8958-01a0d007ffb0,smartphone,iOS,Scott Group,perhaps,2024-06-04 17:37:49
df968676-205a-4f11-aac1-546838c98927,cellulaire,iOS,Johnson-Serrano,hard,2024-08-04 16:57:06
65b4dca3-4418-4948-8204-56077fb1d143,cellulaire,Android,Thomas-Smith,indeed,2023-10-13 22:42:21
dda6dd12-1643-4bdf-b16a-65aa23fc6cc3,cellulaire,iOS,"Martinez, Sandoval and Kelly",stay,2024-02-16 14:07:12
1d8caae9-8cd6-41c2-a331-e248e9b9f787,smartphone,os blackberry,Campbell LLC,water,2023-11-17 02:29:40
fb81ebd6-176e-4f0b-b304-58bccd21f6c5,tablet,iOS,Johnson-Carroll,notice,2024-05-12 17:21:04
dd43ff04-0858-4057-925a-e63fc3edf50e,cellulaire,Android,Nguyen Group,person,2023-12-09 16:55:47
e47ff769-c1f6-45fa-9ffb-7ce3dc3b2388,tablet,iOS,Parsons PLC,bag,2024-01-18 12:53:43
dda4d143-5ae0-4284-871e-29741fc0bc8c,tablet,os blackberry,Hood PLC,toward,2023-11-07 19:19:52
25cfa3fa-15c8-4fce-8a78-ad270b412316,tablet,iOS,"Phillips, Compton and Holmes",cost,2024-08-06 02:21:42
